State,County,Minor Civil Division,Metropolitan Statistical Area of the County,State,County,Minor Civil Division,Metropolitan Statistical Area of the County,Method of Transport,Work Flow,Margin of Error
Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ",Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",32,12
Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ",Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ",Other travel mode,39,21
Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ",Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",12,8
Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ",Massachusetts,Worcester County,Southbridge Town city,"Worcester, MA-CT ","Car, truck, or van: Drove alone",9,7
Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ",Massachusetts,Worcester County,Spencer town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",24,12
Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ",Massachusetts,Worcester County,Warren town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",9,8
Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ",Massachusetts,Worcester County,West Brookfield town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",16,14
Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ","Car, truck, or van: Drove alone",71,28
Massachusetts,Worcester County,New Braintree town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ","Car, truck, or van: Carpooled",2,3
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Essex County,Andover town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",48,46
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Essex County,Andover town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",12,19
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Bedford town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",31,38
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Bedford town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",21,25
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Billerica town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",9,17
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Billerica town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",8,13
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Billerica town,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,9,15
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Burlington town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",40,36
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",85,62
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",18,20
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,31,31
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Chelmsford town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",56,46
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Framingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",478,144
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Framingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",42,51
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Hopkinton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",118,53
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Hudson town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",169,80
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Hudson town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",13,21
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Lexington town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",40,36
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Marlborough city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",543,147
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Marlborough city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",44,45
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Natick town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",192,82
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Newton city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",86,51
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Newton city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",11,18
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Somerville city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",47,45
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Sudbury town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",125,98
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Sudbury town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",8,12
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Waltham city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",59,36
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Norfolk County,Walpole town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",49,69
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Norfolk County,Wellesley town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",45,38
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",121,57
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",11,15
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,122,78
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,13,22
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Auburn town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",33,29
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Berlin town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",19,20
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Berlin town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",8,14
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Leominster city,"Worcester, MA-CT ","Car, truck, or van: Drove alone",68,51
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Milford town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",63,36
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Millbury town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",33,29
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Millbury town,"Worcester, MA-CT ",Public transportation,18,29
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",594,134
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",39,30
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Other travel mode,664,194
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Shrewsbury town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",128,75
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Shrewsbury town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",66,77
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Southborough town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",115,50
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Westborough town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",379,128
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Westborough town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",18,19
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Westborough town,"Worcester, MA-CT ",Other travel mode,15,23
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,West Boylston town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",29,27
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ","Car, truck, or van: Drove alone",680,172
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ","Car, truck, or van: Carpooled",53,53
Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ",Public transportation,13,23
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Ashland town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",68,65
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Framingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",239,107
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Framingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",16,27
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Hopkinton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",278,123
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Marlborough city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",268,124
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Maynard town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",36,34
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Natick town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",50,43
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",74,96
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",52,70
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Norfolk County,Franklin Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",251,138
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Norfolk County,Franklin Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",11,18
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Norfolk County,Norwood town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",41,43
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",148,105
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Auburn town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",48,41
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Auburn town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",16,26
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Douglas town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",54,51
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Fitchburg city,"Worcester, MA-CT ","Car, truck, or van: Drove alone",35,32
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Grafton town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",203,94
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Hopedale town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",55,54
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Hopedale town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",12,20
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Mendon town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",51,43
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Mendon town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",17,27
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Milford town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",373,132
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Milford town,"Worcester, MA-CT ",Other travel mode,39,61
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Millbury town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",157,91
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",62,49
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ","Car, truck, or van: Drove alone","1,515",302
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",174,124
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Other travel mode,388,141
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Shrewsbury town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",120,69
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Southborough town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",35,34
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Sutton town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",84,81
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Sutton town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",31,44
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Upton town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",22,25
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Uxbridge town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",327,167
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Uxbridge town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",41,65
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Webster town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",39,38
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Westborough town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",220,114
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Westborough town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",23,28
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Westminster town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",90,85
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ","Car, truck, or van: Drove alone",692,175
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ","Car, truck, or van: Carpooled",86,67
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Rhode Island,Providence County,Smithfield town,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",22,24
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Rhode Island,Providence County,Smithfield town,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",34,56
Massachusetts,Worcester County,Northbridge town,"Worcester, MA-CT ",Rhode Island,Providence County,Woonsocket city,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",50,47
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",41,39
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Auburn town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",56,38
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Brookfield town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",59,59
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Brookfield town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",12,19
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Charlton town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",57,60
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,East Brookfield town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",67,53
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Leicester town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",18,22
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Leicester town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",13,21
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Milford town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",36,36
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",460,127
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",26,29
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Public transportation,2,4
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Other travel mode,86,61
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Shrewsbury town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",77,50
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Southbridge Town city,"Worcester, MA-CT ","Car, truck, or van: Drove alone",51,46
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Southbridge Town city,"Worcester, MA-CT ","Car, truck, or van: Carpooled",14,23
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Spencer town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",209,84
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ","Car, truck, or van: Drove alone",484,140
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ","Car, truck, or van: Carpooled",15,22
Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ",Other travel mode,19,29
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Hampshire County,Ware town,"Springfield, MA ","Car, truck, or van: Drove alone",8,10
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Hudson town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",9,8
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Marlborough city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",9,8
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",18,12
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,3,5
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Auburn town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",9,7
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Auburn town,"Worcester, MA-CT ",Public transportation,3,4
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Barre town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",37,21
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Fitchburg city,"Worcester, MA-CT ","Car, truck, or van: Drove alone",8,6
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Hardwick town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",15,18
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Hardwick town,"Worcester, MA-CT ",Other travel mode,3,4
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Holden town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",23,12
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Holden town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",8,9
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Northborough town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",20,15
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",13,9
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,North Brookfield town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",9,10
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",68,26
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",3,4
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Other travel mode,41,16
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Petersham town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",16,15
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Princeton town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",9,7
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Rutland town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",38,24
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Shrewsbury town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",16,11
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Spencer town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",20,16
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Spencer town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",4,6
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Westborough town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",8,11
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,West Boylston town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",15,10
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,West Boylston town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",3,4
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ","Car, truck, or van: Drove alone",247,44
Massachusetts,Worcester County,Oakham town,"Worcester, MA-CT ",Massachusetts,Worcester County,Worcester city,"Worcester, MA-CT ","Car, truck, or van: Carpooled",22,16
Massachusetts,Worcester County,Oxford town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Framingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",86,60
Massachusetts,Worcester County,Oxford town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Framingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",59,73
Massachusetts,Worcester County,Oxford town,"Worcester, MA-CT ",Massachusetts,Middlesex County,Hopkinton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",46,42
